dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_08_06, 163.12731823147422, -77.61668633613696, 1659744000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_07, 163.12731823147422, -77.61668633613696, 1659830400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_08, 163.12731823147422, -77.61668633613696, 1659916800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_09, 163.12731823147422, -77.61668633613696, 1660003200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_10, 163.12731823147422, -77.61668633613696, 1660089600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_11, 163.12731823147422, -77.61668633613696, 1660176000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_12, 163.12731823147422, -77.61668633613696, 1660262400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_13, 163.12731823147422, -77.61668633613696, 1660348800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_14, 163.12731823147422, -77.61668633613696, 1660435200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_15, 163.12731823147422, -77.61668633613696, 1660521600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_16, 163.12731823147422, -77.61668633613696, 1660608000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_17, 163.12731823147422, -77.61668633613696, 1660694400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_18, 163.12731823147422, -77.61668633613696, 1660780800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_19, 163.12731823147422, -77.61668633613696, 1660867200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_20, 163.12731823147422, -77.61668633613696, 1660953600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_21, 163.12731823147422, -77.61668633613696, 1661040000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_22, 163.12731823147422, -77.61668633613696, 1661126400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_23, 163.12731823147422, -77.61668633613696, 1661212800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_24, 163.12731823147422, -77.61668633613696, 1661299200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_25, 163.12731823147422, -77.61668633613696, 1661385600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_26, 163.12731823147422, -77.61668633613696, 1661472000000, null, null, null, null, null, null, null, null, null]"
"[2022_08_27, 163.12731823147422, -77.61668633613696, 1661558400000, null, null, null, null, null, null, null, null, null]"
"[2022_08_28, 163.12731823147422, -77.61668633613696, 1661644800000, null, null, null, null, null, null, null, null, null]"
"[2022_08_29, 163.12731823147422, -77.61668633613696, 1661731200000, null, null, null, null, null, null, null, null, null]"
"[2022_08_30, 163.12731823147422, -77.61668633613696, 1661817600000, null, null, null, null, null, null, null, null, null]"
"[2022_08_31, 163.12731823147422, -77.61668633613696, 1661904000000, null, null, null, null, null, null, null, null, null]"
"[2022_09_01, 163.12731823147422, -77.61668633613696, 1661990400000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_09_02, 163.12731823147422, -77.61668633613696, 1662076800000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_09_03, 163.12731823147422, -77.61668633613696, 1662163200000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_04, 163.12731823147422, -77.61668633613696, 1662249600000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_05, 163.12731823147422, -77.61668633613696, 1662336000000, 0, null, 2, 144, 1211, null, 125, 5, 6]"
"[2022_09_06, 163.12731823147422, -77.61668633613696, 1662422400000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_09_07, 163.12731823147422, -77.61668633613696, 1662508800000, 40, null, 2, 128, 4072, 92, null, 5, 6]"
"[2022_09_08, 163.12731823147422, -77.61668633613696, 1662595200000, null, 211, 211, 211, null, null, 111, 4, 4]"
"[2022_09_09, 163.12731823147422, -77.61668633613696, 1662681600000, null, 250, 2, 128, 1835, null, 150, 5, 7]"
"[2022_09_10, 163.12731823147422, -77.61668633613696, 1662768000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_09_11, 163.12731823147422, -77.61668633613696, 1662854400000, 45, null, 2, 128, 4518, 94, null, 6, 7]"
"[2022_09_12, 163.12731823147422, -77.61668633613696, 1662940800000, 48, null, 2, 128, 4765, 99, null, 5, 6]"
"[2022_09_13, 163.12731823147422, -77.61668633613696, 1663027200000, 0, null, 2, 144, 1406, null, 125, 5, 7]"
"[2022_09_14, 163.12731823147422, -77.61668633613696, 1663113600000, 32, null, 2, 128, 3244, 52, null, 4, 5]"
"[2022_09_15, 163.12731823147422, -77.61668633613696, 1663200000000, 0, null, 2, 148, 810, null, 125, 5, 5]"
"[2022_09_16, 163.12731823147422, -77.61668633613696, 1663286400000, null, 250, 2, 128, 2151, null, 150, 5, 6]"
"[2022_09_17, 163.12731823147422, -77.61668633613696, 1663372800000, 69, null, 2, 128, 6941, 18, null, 5, 7]"
"[2022_09_18, 163.12731823147422, -77.61668633613696, 1663459200000, 21, null, 2, 128, 2325, 49, 125, 5, 6]"
"[2022_09_19, 163.12731823147422, -77.61668633613696, 1663545600000, 39, null, 2, 128, 3939, 36, null, 5, 6]"
"[2022_09_20, 163.12731823147422, -77.61668633613696, 1663632000000, 25, null, 2, 128, 2538, 70, null, 6, 7]"
"[2022_09_21, 163.12731823147422, -77.61668633613696, 1663718400000, 31, null, 2, 144, 3085, 91, null, 5, 7]"
"[2022_09_22, 163.12731823147422, -77.61668633613696, 1663804800000, 31, null, 2, 144, 3202, 81, null, 5, 7]"
"[2022_09_23, 163.12731823147422, -77.61668633613696, 1663891200000, 0, null, 2, 144, 996, null, 125, 5, 7]"
"[2022_09_24, 163.12731823147422, -77.61668633613696, 1663977600000, 32, null, 2, 128, 3186, 58, null, 5, 7]"
"[2022_09_25, 163.12731823147422, -77.61668633613696, 1664064000000, 53, null, 2, 128, 5350, 23, null, 5, 7]"
"[2022_09_26, 163.12731823147422, -77.61668633613696, 1664150400000, 36, null, 2, 128, 3615, 43, null, 5, 7]"
"[2022_09_27, 163.12731823147422, -77.61668633613696, 1664236800000, 41, null, 2, 128, 4193, 45, null, 7, 9]"
"[2022_09_28, 163.12731823147422, -77.61668633613696, 1664323200000, 52, null, 2, 128, 5263, 93, null, 5, 8]"
"[2022_09_29, 163.12731823147422, -77.61668633613696, 1664409600000, 57, null, 2, 128, 5761, 84, null, 6, 8]"
"[2022_09_30, 163.12731823147422, -77.61668633613696, 1664496000000, 39, null, 2, 128, 3945, 51, null, 5, 7]"
"[2022_10_01, 163.12731823147422, -77.61668633613696, 1664582400000, null, 250, 2, 128, 2799, null, 150, 6, 8]"
"[2022_10_02, 163.12731823147422, -77.61668633613696, 1664668800000, null, 250, 2, 128, 3239, null, 150, 5, 7]"
"[2022_10_03, 163.12731823147422, -77.61668633613696, 1664755200000, null, 250, 2, 128, 2788, null, 150, 6, 8]"
"[2022_10_04, 163.12731823147422, -77.61668633613696, 1664841600000, 49, null, 2, 128, 4977, 36, null, 5, 7]"
"[2022_10_05, 163.12731823147422, -77.61668633613696, 1664928000000, 45, null, 2, 128, 4538, 31, null, 6, 9]"
"[2022_10_06, 163.12731823147422, -77.61668633613696, 1665014400000, 43, null, 2, 128, 4301, 64, null, 6, 8]"
"[2022_10_07, 163.12731823147422, -77.61668633613696, 1665100800000, 26, null, 2, 128, 2631, 49, null, 6, 8]"
"[2022_10_08, 163.12731823147422, -77.61668633613696, 1665187200000, 36, null, 2, 128, 3709, 39, null, 6, 7]"
"[2022_10_09, 163.12731823147422, -77.61668633613696, 1665273600000, 16, 250, 2, 128, 1874, 43, 150, 6, 8]"
"[2022_10_10, 163.12731823147422, -77.61668633613696, 1665360000000, null, null, null, null, null, null, null, null, null]"
"[2022_10_23, 163.12731823147422, -77.61668633613696, 1666483200000, null, 250, 0, 0, 2982, null, 150, 0, 0]"
"[2022_10_24, 163.12731823147422, -77.61668633613696, 1666569600000, 49, 250, 2, 128, 3740, 51, 150, 10, 13]"
"[2022_10_25, 163.12731823147422, -77.61668633613696, 1666656000000, 46, null, 2, 128, 4647, 31, null, 9, 12]"
"[2022_10_26, 163.12731823147422, -77.61668633613696, 1666742400000, null, 250, 2, 128, 3474, null, 150, 10, 15]"
"[2022_10_27, 163.12731823147422, -77.61668633613696, 1666828800000, 36, null, 0, 0, 3574, 43, null, 10, 15]"
"[2022_10_28, 163.12731823147422, -77.61668633613696, 1666915200000, 42, null, 2, 128, 4196, 27, null, 9, 13]"
"[2022_10_29, 163.12731823147422, -77.61668633613696, 1667001600000, 27, 250, 2, 128, 2361, 58, 150, 9, 13]"
"[2022_10_30, 163.12731823147422, -77.61668633613696, 1667088000000, 45, 250, 2, 128, 4402, 31, 150, 9, 12]"
"[2022_10_31, 163.12731823147422, -77.61668633613696, 1667174400000, 47, null, 1, 0, 4691, 15, null, 10, 16]"
"[2022_11_01, 163.12731823147422, -77.61668633613696, 1667260800000, 36, null, 0, 0, 3849, 18, 125, 10, 15]"
"[2022_11_02, 163.12731823147422, -77.61668633613696, 1667347200000, 40, null, 2, 128, 4222, 15, 125, 9, 13]"
"[2022_11_03, 163.12731823147422, -77.61668633613696, 1667433600000, null, 250, 0, 0, 946, null, 150, 10, 17]"
"[2022_11_04, 163.12731823147422, -77.61668633613696, 1667520000000, 38, null, 2, 128, 4075, 24, 125, 9, 13]"
"[2022_11_05, 163.12731823147422, -77.61668633613696, 1667606400000, 35, 250, 1, 0, 2832, 13, 150, 10, 14]"
"[2022_11_06, 163.12731823147422, -77.61668633613696, 1667692800000, null, 250, 2, 128, 1805, null, 150, 9, 15]"
"[2022_11_07, 163.12731823147422, -77.61668633613696, 1667779200000, 43, 250, 1, 0, 2748, 14, 150, 10, 14]"
"[2022_11_08, 163.12731823147422, -77.61668633613696, 1667865600000, null, 250, 0, 0, 2452, null, 150, 11, 18]"
"[2022_11_09, 163.12731823147422, -77.61668633613696, 1667952000000, 53, null, 0, 0, 5295, 53, null, 9, 16]"
"[2022_11_10, 163.12731823147422, -77.61668633613696, 1668038400000, null, 250, 0, 0, 3213, null, 150, 10, 14]"
"[2022_11_11, 163.12731823147422, -77.61668633613696, 1668124800000, 37, 250, 0, 0, 3494, 46, 150, 9, 16]"
"[2022_11_12, 163.12731823147422, -77.61668633613696, 1668211200000, 24, null, 0, 0, 2660, 30, 125, 10, 15]"
"[2022_11_13, 163.12731823147422, -77.61668633613696, 1668297600000, 37, null, 0, 0, 3704, 25, null, 9, 14]"
"[2022_11_14, 163.12731823147422, -77.61668633613696, 1668384000000, 27, null, 0, 0, 2971, 27, 125, 10, 17]"
"[2022_11_15, 163.12731823147422, -77.61668633613696, 1668470400000, 33, null, 0, 0, 3492, 22, 125, 10, 15]"
"[2022_11_16, 163.12731823147422, -77.61668633613696, 1668556800000, 56, 250, 0, 0, 4113, 36, 150, 9, 16]"
"[2022_11_17, 163.12731823147422, -77.61668633613696, 1668643200000, 33, null, 0, 0, 3367, 17, null, 10, 17]"
"[2022_11_18, 163.12731823147422, -77.61668633613696, 1668729600000, 42, null, 0, 0, 4191, 11, null, 9, 13]"
"[2022_11_19, 163.12731823147422, -77.61668633613696, 1668816000000, 37, null, 1, 0, 3938, 17, 125, 10, 17]"
"[2022_11_20, 163.12731823147422, -77.61668633613696, 1668902400000, null, 250, 0, 0, 3406, null, 150, 11, 20]"
"[2022_11_21, 163.12731823147422, -77.61668633613696, 1668988800000, 27, null, 1, 0, 2901, 6, 125, 9, 15]"
"[2022_11_22, 163.12731823147422, -77.61668633613696, 1669075200000, 59, 250, 0, 0, 3660, 25, 150, 10, 17]"
"[2022_11_23, 163.12731823147422, -77.61668633613696, 1669161600000, 51, 250, 0, 0, 3644, 30, 150, 9, 14]"
"[2022_11_24, 163.12731823147422, -77.61668633613696, 1669248000000, 47, 250, 0, 0, 3894, 25, 150, 10, 17]"
"[2022_11_25, 163.12731823147422, -77.61668633613696, 1669334400000, null, 250, 0, 0, 875, null, 150, 9, 16]"
"[2022_11_26, 163.12731823147422, -77.61668633613696, 1669420800000, null, 250, 0, 0, 1481, null, 150, 10, 15]"
"[2022_11_27, 163.12731823147422, -77.61668633613696, 1669507200000, 32, null, 0, 0, 3504, 33, 125, 10, 16]"
"[2022_11_28, 163.12731823147422, -77.61668633613696, 1669593600000, 23, null, 0, 0, 2678, 27, 125, 9, 16]"
"[2022_11_29, 163.12731823147422, -77.61668633613696, 1669680000000, 31, null, 1, 0, 3398, 27, 125, 10, 16]"
"[2022_11_30, 163.12731823147422, -77.61668633613696, 1669766400000, null, 250, 0, 0, 4378, null, 150, 9, 13]"
"[2022_12_01, 163.12731823147422, -77.61668633613696, 1669852800000, 38, null, 1, 0, 3993, 30, 125, 10, 17]"
"[2022_12_02, 163.12731823147422, -77.61668633613696, 1669939200000, 39, 250, 0, 0, 4088, 26, 150, 9, 16]"
"[2022_12_03, 163.12731823147422, -77.61668633613696, 1670025600000, 38, null, 0, 0, 3812, 51, null, 9, 15]"
"[2022_12_04, 163.12731823147422, -77.61668633613696, 1670112000000, 25, null, 0, 0, 2788, 27, 125, 10, 18]"
"[2022_12_05, 163.12731823147422, -77.61668633613696, 1670198400000, 48, null, 1, 0, 4853, 18, null, 9, 14]"
"[2022_12_06, 163.12731823147422, -77.61668633613696, 1670284800000, 31, null, 1, 0, 3350, 32, 125, 10, 18]"
"[2022_12_07, 163.12731823147422, -77.61668633613696, 1670371200000, 0, 250, 0, 0, 2816, null, 150, 9, 15]"
"[2022_12_08, 163.12731823147422, -77.61668633613696, 1670457600000, null, 250, 0, 0, 1035, null, 150, 10, 14]"
"[2022_12_09, 163.12731823147422, -77.61668633613696, 1670544000000, 56, 250, 0, 0, 3194, 39, 150, 11, 19]"
"[2022_12_10, 163.12731823147422, -77.61668633613696, 1670630400000, 30, null, 1, 0, 3258, 32, 125, 9, 15]"
"[2022_12_11, 163.12731823147422, -77.61668633613696, 1670716800000, 57, 250, 1, 0, 4733, 30, 150, 10, 14]"
"[2022_12_12, 163.12731823147422, -77.61668633613696, 1670803200000, null, 250, 0, 0, 405, null, 150, 9, 16]"
"[2022_12_13, 163.12731823147422, -77.61668633613696, 1670889600000, 37, null, 0, 0, 3733, 18, null, 10, 16]"
"[2022_12_14, 163.12731823147422, -77.61668633613696, 1670976000000, null, 250, 0, 0, 1594, null, 150, 9, 15]"
"[2022_12_15, 163.12731823147422, -77.61668633613696, 1671062400000, 36, 250, 0, 16, 3437, 63, 150, 10, 17]"
"[2022_12_16, 163.12731823147422, -77.61668633613696, 1671148800000, 30, null, 1, 0, 3199, 32, 125, 10, 14]"
"[2022_12_17, 163.12731823147422, -77.61668633613696, 1671235200000, null, 250, 0, 0, -24, null, 150, 9, 17]"
"[2022_12_18, 163.12731823147422, -77.61668633613696, 1671321600000, 41, null, 1, 0, 4279, 39, 125, 10, 18]"
"[2022_12_19, 163.12731823147422, -77.61668633613696, 1671408000000, null, 250, 0, 0, 1351, null, 150, 9, 13]"
"[2022_12_20, 163.12731823147422, -77.61668633613696, 1671494400000, null, 250, 0, 0, 362, null, 150, 10, 17]"
"[2022_12_21, 163.12731823147422, -77.61668633613696, 1671580800000, 56, 201, 0, 0, 4867, 21, 101, 10, 19]"
"[2022_12_22, 163.12731823147422, -77.61668633613696, 1671667200000, null, 250, 0, 0, 1078, null, 150, 9, 15]"
"[2022_12_23, 163.12731823147422, -77.61668633613696, 1671753600000, null, 250, 0, 0, 726, null, 150, 10, 17]"
"[2022_12_24, 163.12731823147422, -77.61668633613696, 1671840000000, 35, null, 1, 0, 3748, 42, 125, 9, 16]"
"[2022_12_25, 163.12731823147422, -77.61668633613696, 1671926400000, 36, 250, 0, 0, 3704, 36, 150, 10, 17]"
"[2022_12_26, 163.12731823147422, -77.61668633613696, 1672012800000, 38, null, 1, 0, 3855, 27, null, 9, 16]"
"[2022_12_27, 163.12731823147422, -77.61668633613696, 1672099200000, null, 250, 0, 0, 816, null, 150, 10, 18]"
"[2022_12_28, 163.12731823147422, -77.61668633613696, 1672185600000, null, 250, 0, 0, 1331, null, 150, 10, 16]"
"[2022_12_29, 163.12731823147422, -77.61668633613696, 1672272000000, null, 250, 0, 0, 638, null, 150, 9, 16]"
"[2022_12_30, 163.12731823147422, -77.61668633613696, 1672358400000, 36, null, 0, 0, 3630, 43, null, 10, 16]"
"[2022_12_31, 163.12731823147422, -77.61668633613696, 1672444800000, 37, 250, 0, 0, 2896, 47, 150, 9, 14]"
"[2023_01_01, 163.12731823147422, -77.61668633613696, 1672531200000, 48, null, 1, 0, 4875, 12, null, 10, 18]"
"[2023_01_02, 163.12731823147422, -77.61668633613696, 1672617600000, 38, null, 1, 0, 4053, 35, 125, 9, 14]"
"[2023_01_03, 163.12731823147422, -77.61668633613696, 1672704000000, 28, null, 1, 0, 3044, 32, 125, 10, 14]"
"[2023_01_04, 163.12731823147422, -77.61668633613696, 1672790400000, 33, null, 0, 0, 3444, 30, 125, 10, 19]"
"[2023_01_05, 163.12731823147422, -77.61668633613696, 1672876800000, 47, 250, 0, 0, 3674, 21, 150, 9, 15]"
"[2023_01_06, 163.12731823147422, -77.61668633613696, 1672963200000, null, 250, 0, 0, 685, null, 150, 10, 15]"
"[2023_01_07, 163.12731823147422, -77.61668633613696, 1673049600000, null, 250, 0, 0, 1239, null, 150, 9, 15]"
"[2023_01_08, 163.12731823147422, -77.61668633613696, 1673136000000, 44, null, 1, 0, 4608, 40, 125, 10, 16]"
"[2023_01_09, 163.12731823147422, -77.61668633613696, 1673222400000, 35, 250, 1, 0, 2921, 28, 125, 11, 17]"
"[2023_01_10, 163.12731823147422, -77.61668633613696, 1673308800000, 37, null, 1, 0, 3946, 35, 125, 9, 16]"
"[2023_01_11, 163.12731823147422, -77.61668633613696, 1673395200000, 35, null, 1, 0, 3914, 31, 125, 10, 15]"
"[2023_01_12, 163.12731823147422, -77.61668633613696, 1673481600000, 69, 250, 1, 0, 3588, 28, 150, 9, 16]"
"[2023_01_13, 163.12731823147422, -77.61668633613696, 1673568000000, 29, null, 1, 0, 3128, 33, 125, 10, 18]"
"[2023_01_14, 163.12731823147422, -77.61668633613696, 1673654400000, 44, null, 1, 0, 4690, 44, 125, 9, 13]"
"[2023_01_15, 163.12731823147422, -77.61668633613696, 1673740800000, 37, null, 1, 0, 3889, 41, 125, 10, 18]"
"[2023_01_16, 163.12731823147422, -77.61668633613696, 1673827200000, null, 250, 0, 0, 672, null, 150, 10, 18]"
"[2023_01_17, 163.12731823147422, -77.61668633613696, 1673913600000, null, 250, 0, 0, 2066, null, 150, 9, 14]"
"[2023_01_18, 163.12731823147422, -77.61668633613696, 1674000000000, null, 250, 0, 0, 557, null, 150, 10, 17]"
