dictionary
"[id, longitude, latitude, time, NDSI_Snow_Cover, NDSI_Snow_Cover_Class, NDSI_Snow_Cover_Basic_QA, NDSI_Snow_Cover_Algorithm_Flags_QA, NDSI, Snow_Albedo_Daily_Tile, Snow_Albedo_Daily_Tile_Class, orbit_pnt, granule_pnt]"
"[2022_12_07, 162.41764915701978, -77.71550101739011, 1670371200000, 8, 250, 0, 0, 736, 29, 150, 9, 15]"
"[2022_12_08, 162.41764915701978, -77.71550101739011, 1670457600000, null, 250, 0, 0, 2105, null, 150, 10, 14]"
"[2022_12_09, 162.41764915701978, -77.71550101739011, 1670544000000, 68, 250, 0, 0, 4390, 34, 150, 11, 19]"
"[2022_12_10, 162.41764915701978, -77.71550101739011, 1670630400000, 9, null, 0, 4, 1289, 26, 125, 9, 15]"
"[2022_12_11, 162.41764915701978, -77.71550101739011, 1670716800000, 75, 250, 0, 0, 3932, 37, 150, 10, 14]"
"[2022_12_12, 162.41764915701978, -77.71550101739011, 1670803200000, null, 250, 0, 0, 473, null, 150, 9, 16]"
"[2022_12_13, 162.41764915701978, -77.71550101739011, 1670889600000, 34, 250, 0, 0, 3375, 20, 150, 10, 16]"
"[2022_12_14, 162.41764915701978, -77.71550101739011, 1670976000000, null, 250, 0, 0, 2089, null, 150, 10, 17]"
"[2022_12_15, 162.41764915701978, -77.71550101739011, 1671062400000, null, 250, 0, 0, 3050, null, 150, 10, 17]"
"[2022_12_16, 162.41764915701978, -77.71550101739011, 1671148800000, 43, null, 0, 0, 4376, 23, null, 10, 14]"
"[2022_12_17, 162.41764915701978, -77.71550101739011, 1671235200000, null, 250, 0, 0, 736, null, 150, 9, 17]"
"[2022_12_18, 162.41764915701978, -77.71550101739011, 1671321600000, 66, 250, 0, 0, 3911, 36, 150, 10, 18]"
"[2022_12_19, 162.41764915701978, -77.71550101739011, 1671408000000, null, 250, 0, 0, 694, null, 150, 9, 13]"
"[2022_12_20, 162.41764915701978, -77.71550101739011, 1671494400000, null, 250, 0, 0, 354, null, 150, 10, 17]"
"[2022_12_21, 162.41764915701978, -77.71550101739011, 1671580800000, null, 250, 0, 0, 867, null, 150, 10, 19]"
"[2022_12_22, 162.41764915701978, -77.71550101739011, 1671667200000, null, 250, 0, 0, 359, null, 150, 9, 15]"
"[2022_12_23, 162.41764915701978, -77.71550101739011, 1671753600000, null, 250, 0, 0, 1284, null, 150, 10, 17]"
"[2022_12_24, 162.41764915701978, -77.71550101739011, 1671840000000, 20, null, 0, 4, 2165, 24, 125, 9, 16]"
"[2022_12_25, 162.41764915701978, -77.71550101739011, 1671926400000, 45, null, 0, 0, 4532, 26, null, 10, 17]"
"[2022_12_26, 162.41764915701978, -77.71550101739011, 1672012800000, 6, 250, 0, 0, 1180, 9, 150, 9, 16]"
"[2022_12_27, 162.41764915701978, -77.71550101739011, 1672099200000, null, 250, 0, 0, 1962, null, 150, 10, 18]"
"[2022_12_28, 162.41764915701978, -77.71550101739011, 1672185600000, null, 250, 0, 0, 1257, null, 150, 10, 16]"
"[2022_12_29, 162.41764915701978, -77.71550101739011, 1672272000000, null, 250, 0, 0, 1482, null, 150, 9, 16]"
"[2022_12_30, 162.41764915701978, -77.71550101739011, 1672358400000, null, 250, 0, 0, 3209, null, 150, 10, 16]"
"[2022_12_31, 162.41764915701978, -77.71550101739011, 1672444800000, 30, null, 0, 0, 3003, 26, null, 9, 14]"
"[2023_01_01, 162.41764915701978, -77.71550101739011, 1672531200000, 28, null, 0, 4, 2948, 25, 125, 10, 18]"
"[2023_01_02, 162.41764915701978, -77.71550101739011, 1672617600000, 26, null, 0, 0, 2683, 23, 125, 10, 16]"
"[2023_01_03, 162.41764915701978, -77.71550101739011, 1672704000000, 20, null, 0, 4, 2362, 33, 125, 10, 14]"
"[2023_01_04, 162.41764915701978, -77.71550101739011, 1672790400000, 44, null, 0, 0, 4441, 22, null, 10, 19]"
"[2023_01_05, 162.41764915701978, -77.71550101739011, 1672876800000, 5, null, 0, 4, 828, 9, 125, 9, 15]"
"[2023_01_06, 162.41764915701978, -77.71550101739011, 1672963200000, 60, 250, 0, 0, 3589, 31, 150, 10, 15]"
"[2023_01_07, 162.41764915701978, -77.71550101739011, 1673049600000, null, 250, 0, 0, 676, null, 150, 9, 15]"
"[2023_01_08, 162.41764915701978, -77.71550101739011, 1673136000000, 36, null, 0, 4, 3908, 38, 125, 10, 16]"
"[2023_01_09, 162.41764915701978, -77.71550101739011, 1673222400000, 50, null, 0, 0, 5029, 26, null, 11, 17]"
"[2023_01_10, 162.41764915701978, -77.71550101739011, 1673308800000, 26, null, 0, 4, 2838, 21, 125, 9, 16]"
"[2023_01_11, 162.41764915701978, -77.71550101739011, 1673395200000, 34, null, 0, 0, 3462, 23, null, 10, 15]"
"[2023_01_12, 162.41764915701978, -77.71550101739011, 1673481600000, 6, null, 0, 0, 707, 18, 125, 9, 16]"
"[2023_01_13, 162.41764915701978, -77.71550101739011, 1673568000000, 21, null, 0, 4, 2360, 21, 125, 10, 18]"
"[2023_01_14, 162.41764915701978, -77.71550101739011, 1673654400000, 0, null, 0, 0, 389, null, 125, 9, 13]"
"[2023_01_15, 162.41764915701978, -77.71550101739011, 1673740800000, 19, null, 0, 4, 2261, 30, 125, 10, 18]"
"[2023_01_16, 162.41764915701978, -77.71550101739011, 1673827200000, null, 250, 0, 0, 344, null, 150, 10, 18]"
"[2023_01_17, 162.41764915701978, -77.71550101739011, 1673913600000, null, 250, 0, 0, 837, null, 150, 9, 14]"
"[2023_01_18, 162.41764915701978, -77.71550101739011, 1674000000000, null, 250, 0, 0, 1599, null, 150, 10, 17]"
"[2023_01_19, 162.41764915701978, -77.71550101739011, 1674086400000, null, 250, 0, 0, 1096, null, 150, 9, 16]"
"[2023_01_20, 162.41764915701978, -77.71550101739011, 1674172800000, 32, null, 0, 4, 3420, 29, 125, 10, 16]"
"[2023_01_21, 162.41764915701978, -77.71550101739011, 1674259200000, null, 250, 0, 0, 1014, null, 150, 10, 16]"
"[2023_01_22, 162.41764915701978, -77.71550101739011, 1674345600000, 16, null, 0, 4, 2068, 22, 125, 9, 16]"
"[2023_01_23, 162.41764915701978, -77.71550101739011, 1674432000000, 39, null, 0, 0, 3949, 17, null, 10, 16]"
"[2023_01_24, 162.41764915701978, -77.71550101739011, 1674518400000, 23, null, 0, 4, 2469, 22, 125, 9, 13]"
"[2023_01_25, 162.41764915701978, -77.71550101739011, 1674604800000, null, 250, 0, 0, 1007, null, 150, 10, 18]"
"[2023_01_26, 162.41764915701978, -77.71550101739011, 1674691200000, null, 250, 0, 0, 3635, null, 150, 9, 14]"
"[2023_01_27, 162.41764915701978, -77.71550101739011, 1674777600000, null, 250, 0, 0, 3264, null, 150, 10, 14]"
"[2023_01_28, 162.41764915701978, -77.71550101739011, 1674864000000, 47, null, 0, 0, 4748, 22, null, 10, 17]"
"[2023_01_29, 162.41764915701978, -77.71550101739011, 1674950400000, null, 250, 0, 0, 168, null, 150, 9, 14]"
"[2023_01_30, 162.41764915701978, -77.71550101739011, 1675036800000, null, 250, 0, 0, 1342, null, 150, 10, 14]"
"[2023_01_31, 162.41764915701978, -77.71550101739011, 1675123200000, null, 250, 2, 128, 823, null, 150, 9, 15]"
"[2023_02_01, 162.41764915701978, -77.71550101739011, 1675209600000, null, 250, 0, 0, 174, null, 150, 10, 15]"
"[2023_02_02, 162.41764915701978, -77.71550101739011, 1675296000000, 39, 201, 2, 130, 3995, 16, 101, 9, 14]"
"[2023_02_03, 162.41764915701978, -77.71550101739011, 1675382400000, 10, null, 2, 132, 1084, 14, 125, 10, 16]"
"[2023_02_04, 162.41764915701978, -77.71550101739011, 1675468800000, 42, null, 0, 0, 4269, 11, null, 10, 15]"
"[2023_02_05, 162.41764915701978, -77.71550101739011, 1675555200000, 11, null, 2, 132, 1350, 17, 125, 9, 14]"
"[2023_02_06, 162.41764915701978, -77.71550101739011, 1675641600000, 27, null, 0, 0, 2707, 12, null, 10, 16]"
"[2023_02_07, 162.41764915701978, -77.71550101739011, 1675728000000, 20, 250, 2, 128, 944, 30, 150, 9, 14]"
"[2023_02_08, 162.41764915701978, -77.71550101739011, 1675814400000, 33, null, 2, 128, 3301, 16, null, 10, 15]"
"[2023_02_09, 162.41764915701978, -77.71550101739011, 1675900800000, 48, null, 0, 0, 4869, 25, null, 10, 16]"
"[2023_02_10, 162.41764915701978, -77.71550101739011, 1675987200000, null, 250, 2, 128, 172, null, 150, 9, 14]"
"[2023_02_11, 162.41764915701978, -77.71550101739011, 1676073600000, 44, null, 2, 128, 4468, 14, null, 10, 15]"
"[2023_02_12, 162.41764915701978, -77.71550101739011, 1676160000000, 8, null, 2, 132, 970, 6, 125, 9, 13]"
"[2023_02_13, 162.41764915701978, -77.71550101739011, 1676246400000, 40, null, 2, 128, 4083, 19, null, 10, 16]"
"[2023_02_14, 162.41764915701978, -77.71550101739011, 1676332800000, 22, null, 2, 128, 2212, 25, 125, 9, 13]"
"[2023_02_15, 162.41764915701978, -77.71550101739011, 1676419200000, 18, null, 2, 128, 1816, 12, null, 10, 14]"
"[2023_02_16, 162.41764915701978, -77.71550101739011, 1676505600000, 43, null, 2, 128, 4356, 15, null, 10, 15]"
"[2023_02_17, 162.41764915701978, -77.71550101739011, 1676592000000, 17, null, 2, 132, 1822, 23, 125, 8, 12]"
"[2022_02_15, 162.45807334480517, -77.70651786454891, 1644883200000, 15, 201, 2, 130, 2130, 29, 125, 11, 15]"
"[2022_02_16, 162.45807334480517, -77.70651786454891, 1644969600000, null, 250, 2, 128, 831, null, 150, 9, 13]"
"[2022_02_17, 162.45807334480517, -77.70651786454891, 1645056000000, null, 250, 2, 128, 655, null, 150, 10, 14]"
"[2022_02_18, 162.45807334480517, -77.70651786454891, 1645142400000, 12, null, 2, 128, 716, 35, 125, 8, 12]"
"[2022_02_19, 162.45807334480517, -77.70651786454891, 1645228800000, 26, null, 2, 128, 2750, 18, 125, 8, 12]"
"[2022_02_20, 162.45807334480517, -77.70651786454891, 1645315200000, 22, 250, 2, 128, 1687, 21, 150, 7, 10]"
"[2022_02_21, 162.45807334480517, -77.70651786454891, 1645401600000, 30, 250, 2, 128, 1821, 16, 150, 7, 10]"
"[2022_02_22, 162.45807334480517, -77.70651786454891, 1645488000000, null, 250, 2, 128, 80, null, 150, 7, 11]"
"[2022_02_23, 162.45807334480517, -77.70651786454891, 1645574400000, 24, 250, 2, 128, 1499, 21, 125, 7, 11]"
"[2022_02_24, 162.45807334480517, -77.70651786454891, 1645660800000, 37, 201, 2, 130, 3114, 32, 101, 8, 13]"
"[2022_02_25, 162.45807334480517, -77.70651786454891, 1645747200000, 8, null, 2, 128, 284, 17, 125, 7, 9]"
"[2022_02_26, 162.45807334480517, -77.70651786454891, 1645833600000, null, 250, 2, 128, 495, null, 150, 7, 10]"
"[2022_02_27, 162.45807334480517, -77.70651786454891, 1645920000000, 14, null, 2, 128, 636, 19, 125, 6, 8]"
"[2022_02_28, 162.45807334480517, -77.70651786454891, 1646006400000, 15, 201, 2, 130, 2193, 34, 101, 7, 8]"
"[2022_03_01, 162.45807334480517, -77.70651786454891, 1646092800000, 10, 250, 2, 144, 1550, 69, 150, 6, 8]"
"[2022_03_02, 162.45807334480517, -77.70651786454891, 1646179200000, null, 201, 2, 130, 842, null, 101, 6, 8]"
"[2022_03_03, 162.45807334480517, -77.70651786454891, 1646265600000, 22, null, 2, 128, 2251, 31, null, 8, 10]"
"[2022_03_04, 162.45807334480517, -77.70651786454891, 1646352000000, 13, null, 2, 128, 1069, 40, 125, 6, 8]"
"[2022_03_05, 162.45807334480517, -77.70651786454891, 1646438400000, null, 250, 2, 128, 1406, null, 150, 7, 10]"
"[2022_03_06, 162.45807334480517, -77.70651786454891, 1646524800000, 22, null, 2, 144, 2273, 86, null, 6, 8]"
"[2022_03_07, 162.45807334480517, -77.70651786454891, 1646611200000, 18, null, 2, 144, 1900, 64, null, 6, 8]"
"[2022_03_08, 162.45807334480517, -77.70651786454891, 1646697600000, 15, null, 2, 128, 1812, 20, 125, 5, 7]"
"[2022_03_09, 162.45807334480517, -77.70651786454891, 1646784000000, 22, null, 2, 128, 1935, 28, 125, 6, 9]"
"[2022_03_10, 162.45807334480517, -77.70651786454891, 1646870400000, 41, 201, 2, 130, 5374, 18, 101, 6, 8]"
"[2022_03_11, 162.45807334480517, -77.70651786454891, 1646956800000, 13, 250, 2, 128, 297, 28, 125, 5, 7]"
"[2022_03_12, 162.45807334480517, -77.70651786454891, 1647043200000, 32, 201, 2, 130, 4088, 27, 101, 7, 9]"
"[2022_03_13, 162.45807334480517, -77.70651786454891, 1647129600000, 0, 201, 2, 130, 381, null, 125, 5, 7]"
"[2022_03_14, 162.45807334480517, -77.70651786454891, 1647216000000, 15, 201, 2, 130, 4247, 44, 101, 5, 7]"
"[2022_03_15, 162.45807334480517, -77.70651786454891, 1647302400000, 32, 250, 2, 128, 2072, 27, 150, 5, 7]"
"[2022_03_16, 162.45807334480517, -77.70651786454891, 1647388800000, 0, 201, 2, 130, 16, null, 125, 5, 7]"
"[2022_03_17, 162.45807334480517, -77.70651786454891, 1647475200000, 23, null, 2, 128, 2756, 33, 125, 5, 6]"
"[2022_03_18, 162.45807334480517, -77.70651786454891, 1647561600000, 0, 201, 2, 130, 2647, null, 101, 5, 7]"
"[2022_03_19, 162.45807334480517, -77.70651786454891, 1647648000000, 0, null, 2, 128, -1, null, 125, 6, 8]"
"[2022_03_20, 162.45807334480517, -77.70651786454891, 1647734400000, 45, 201, 2, 130, 5187, 24, 101, 5, 6]"
"[2022_03_21, 162.45807334480517, -77.70651786454891, 1647820800000, 11, 201, 2, 130, 3061, 35, 101, 5, 6]"
"[2022_03_22, 162.45807334480517, -77.70651786454891, 1647907200000, 54, 201, 2, 130, 5427, 30, 101, 5, 7]"
"[2022_03_23, 162.45807334480517, -77.70651786454891, 1647993600000, null, 250, 2, 128, 1812, null, 150, 6, 8]"
"[2022_03_24, 162.45807334480517, -77.70651786454891, 1648080000000, 42, 201, 2, 130, 4524, 36, 101, 5, 8]"
"[2022_03_25, 162.45807334480517, -77.70651786454891, 1648166400000, 14, 250, 2, 128, 982, 32, 125, 5, 7]"
"[2022_03_26, 162.45807334480517, -77.70651786454891, 1648252800000, 71, null, 2, 128, 7076, 26, null, 6, 8]"
"[2022_03_27, 162.45807334480517, -77.70651786454891, 1648339200000, 40, null, 2, 128, 4016, 44, null, 5, 6]"
"[2022_03_28, 162.45807334480517, -77.70651786454891, 1648425600000, 64, null, 2, 128, 6470, 28, null, 6, 8]"
"[2022_03_29, 162.45807334480517, -77.70651786454891, 1648512000000, 24, 250, 2, 128, 301, 74, 150, 6, 8]"
"[2022_03_30, 162.45807334480517, -77.70651786454891, 1648598400000, 0, null, 2, 128, -235, null, 125, 4, 5]"
"[2022_03_31, 162.45807334480517, -77.70651786454891, 1648684800000, 0, 250, 2, 148, 607, null, 125, 5, 6]"
"[2022_04_01, 162.45807334480517, -77.70651786454891, 1648771200000, null, 211, 211, 211, null, null, 111, 4, 4]"
"[2022_04_02, 162.45807334480517, -77.70651786454891, 1648857600000, 25, null, 2, 128, 2554, 51, null, 5, 7]"
"[2022_04_03, 162.45807334480517, -77.70651786454891, 1648944000000, null, 211, 211, 211, null, null, 111, 3, 4]"
"[2022_04_04, 162.45807334480517, -77.70651786454891, 1649030400000, null, 250, 2, 128, 589, null, 150, 0, 1]"
"[2022_04_05, 162.45807334480517, -77.70651786454891, 1649116800000, 84, null, 2, 128, 8415, 19, 251, 5, 6]"
"[2022_04_06, 162.45807334480517, -77.70651786454891, 1649203200000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_07, 162.45807334480517, -77.70651786454891, 1649289600000, null, 211, 211, 211, null, null, 111, 4, 6]"
"[2022_04_08, 162.45807334480517, -77.70651786454891, 1649376000000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_09, 162.45807334480517, -77.70651786454891, 1649462400000, null, 211, 211, 211, null, null, 111, 4, 5]"
"[2022_04_10, 162.45807334480517, -77.70651786454891, 1649548800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_11, 162.45807334480517, -77.70651786454891, 1649635200000, null, 211, 211, 211, null, null, 111, 0, 0]"
"[2022_04_12, 162.45807334480517, -77.70651786454891, 1649721600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_13, 162.45807334480517, -77.70651786454891, 1649808000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_14, 162.45807334480517, -77.70651786454891, 1649894400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_15, 162.45807334480517, -77.70651786454891, 1649980800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_16, 162.45807334480517, -77.70651786454891, 1650067200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_17, 162.45807334480517, -77.70651786454891, 1650153600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_18, 162.45807334480517, -77.70651786454891, 1650240000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_19, 162.45807334480517, -77.70651786454891, 1650326400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_20, 162.45807334480517, -77.70651786454891, 1650412800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_21, 162.45807334480517, -77.70651786454891, 1650499200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_22, 162.45807334480517, -77.70651786454891, 1650585600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_23, 162.45807334480517, -77.70651786454891, 1650672000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_24, 162.45807334480517, -77.70651786454891, 1650758400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_25, 162.45807334480517, -77.70651786454891, 1650844800000, null, null, null, null, null, null, null, null, null]"
"[2022_04_26, 162.45807334480517, -77.70651786454891, 1650931200000, null, null, null, null, null, null, null, null, null]"
"[2022_04_27, 162.45807334480517, -77.70651786454891, 1651017600000, null, null, null, null, null, null, null, null, null]"
"[2022_04_28, 162.45807334480517, -77.70651786454891, 1651104000000, null, null, null, null, null, null, null, null, null]"
"[2022_04_29, 162.45807334480517, -77.70651786454891, 1651190400000, null, null, null, null, null, null, null, null, null]"
"[2022_04_30, 162.45807334480517, -77.70651786454891, 1651276800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_01, 162.45807334480517, -77.70651786454891, 1651363200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_02, 162.45807334480517, -77.70651786454891, 1651449600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_03, 162.45807334480517, -77.70651786454891, 1651536000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_04, 162.45807334480517, -77.70651786454891, 1651622400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_05, 162.45807334480517, -77.70651786454891, 1651708800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_06, 162.45807334480517, -77.70651786454891, 1651795200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_07, 162.45807334480517, -77.70651786454891, 1651881600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_08, 162.45807334480517, -77.70651786454891, 1651968000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_09, 162.45807334480517, -77.70651786454891, 1652054400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_10, 162.45807334480517, -77.70651786454891, 1652140800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_11, 162.45807334480517, -77.70651786454891, 1652227200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_12, 162.45807334480517, -77.70651786454891, 1652313600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_13, 162.45807334480517, -77.70651786454891, 1652400000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_14, 162.45807334480517, -77.70651786454891, 1652486400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_15, 162.45807334480517, -77.70651786454891, 1652572800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_16, 162.45807334480517, -77.70651786454891, 1652659200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_17, 162.45807334480517, -77.70651786454891, 1652745600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_18, 162.45807334480517, -77.70651786454891, 1652832000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_19, 162.45807334480517, -77.70651786454891, 1652918400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_20, 162.45807334480517, -77.70651786454891, 1653004800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_21, 162.45807334480517, -77.70651786454891, 1653091200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_22, 162.45807334480517, -77.70651786454891, 1653177600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_23, 162.45807334480517, -77.70651786454891, 1653264000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_24, 162.45807334480517, -77.70651786454891, 1653350400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_25, 162.45807334480517, -77.70651786454891, 1653436800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_26, 162.45807334480517, -77.70651786454891, 1653523200000, null, null, null, null, null, null, null, null, null]"
"[2022_05_27, 162.45807334480517, -77.70651786454891, 1653609600000, null, null, null, null, null, null, null, null, null]"
"[2022_05_28, 162.45807334480517, -77.70651786454891, 1653696000000, null, null, null, null, null, null, null, null, null]"
"[2022_05_29, 162.45807334480517, -77.70651786454891, 1653782400000, null, null, null, null, null, null, null, null, null]"
"[2022_05_30, 162.45807334480517, -77.70651786454891, 1653868800000, null, null, null, null, null, null, null, null, null]"
"[2022_05_31, 162.45807334480517, -77.70651786454891, 1653955200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_01, 162.45807334480517, -77.70651786454891, 1654041600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_02, 162.45807334480517, -77.70651786454891, 1654128000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_03, 162.45807334480517, -77.70651786454891, 1654214400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_04, 162.45807334480517, -77.70651786454891, 1654300800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_05, 162.45807334480517, -77.70651786454891, 1654387200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_06, 162.45807334480517, -77.70651786454891, 1654473600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_07, 162.45807334480517, -77.70651786454891, 1654560000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_08, 162.45807334480517, -77.70651786454891, 1654646400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_09, 162.45807334480517, -77.70651786454891, 1654732800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_10, 162.45807334480517, -77.70651786454891, 1654819200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_11, 162.45807334480517, -77.70651786454891, 1654905600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_12, 162.45807334480517, -77.70651786454891, 1654992000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_13, 162.45807334480517, -77.70651786454891, 1655078400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_14, 162.45807334480517, -77.70651786454891, 1655164800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_15, 162.45807334480517, -77.70651786454891, 1655251200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_16, 162.45807334480517, -77.70651786454891, 1655337600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_17, 162.45807334480517, -77.70651786454891, 1655424000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_18, 162.45807334480517, -77.70651786454891, 1655510400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_19, 162.45807334480517, -77.70651786454891, 1655596800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_20, 162.45807334480517, -77.70651786454891, 1655683200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_21, 162.45807334480517, -77.70651786454891, 1655769600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_22, 162.45807334480517, -77.70651786454891, 1655856000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_23, 162.45807334480517, -77.70651786454891, 1655942400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_24, 162.45807334480517, -77.70651786454891, 1656028800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_25, 162.45807334480517, -77.70651786454891, 1656115200000, null, null, null, null, null, null, null, null, null]"
"[2022_06_26, 162.45807334480517, -77.70651786454891, 1656201600000, null, null, null, null, null, null, null, null, null]"
"[2022_06_27, 162.45807334480517, -77.70651786454891, 1656288000000, null, null, null, null, null, null, null, null, null]"
"[2022_06_28, 162.45807334480517, -77.70651786454891, 1656374400000, null, null, null, null, null, null, null, null, null]"
"[2022_06_29, 162.45807334480517, -77.70651786454891, 1656460800000, null, null, null, null, null, null, null, null, null]"
"[2022_06_30, 162.45807334480517, -77.70651786454891, 1656547200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_01, 162.45807334480517, -77.70651786454891, 1656633600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_02, 162.45807334480517, -77.70651786454891, 1656720000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_03, 162.45807334480517, -77.70651786454891, 1656806400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_04, 162.45807334480517, -77.70651786454891, 1656892800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_05, 162.45807334480517, -77.70651786454891, 1656979200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_06, 162.45807334480517, -77.70651786454891, 1657065600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_07, 162.45807334480517, -77.70651786454891, 1657152000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_08, 162.45807334480517, -77.70651786454891, 1657238400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_09, 162.45807334480517, -77.70651786454891, 1657324800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_10, 162.45807334480517, -77.70651786454891, 1657411200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_11, 162.45807334480517, -77.70651786454891, 1657497600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_12, 162.45807334480517, -77.70651786454891, 1657584000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_13, 162.45807334480517, -77.70651786454891, 1657670400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_14, 162.45807334480517, -77.70651786454891, 1657756800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_15, 162.45807334480517, -77.70651786454891, 1657843200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_16, 162.45807334480517, -77.70651786454891, 1657929600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_17, 162.45807334480517, -77.70651786454891, 1658016000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_18, 162.45807334480517, -77.70651786454891, 1658102400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_19, 162.45807334480517, -77.70651786454891, 1658188800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_20, 162.45807334480517, -77.70651786454891, 1658275200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_21, 162.45807334480517, -77.70651786454891, 1658361600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_22, 162.45807334480517, -77.70651786454891, 1658448000000, null, null, null, null, null, null, null, null, null]"
"[2022_07_23, 162.45807334480517, -77.70651786454891, 1658534400000, null, null, null, null, null, null, null, null, null]"
"[2022_07_24, 162.45807334480517, -77.70651786454891, 1658620800000, null, null, null, null, null, null, null, null, null]"
"[2022_07_25, 162.45807334480517, -77.70651786454891, 1658707200000, null, null, null, null, null, null, null, null, null]"
"[2022_07_26, 162.45807334480517, -77.70651786454891, 1658793600000, null, null, null, null, null, null, null, null, null]"
"[2022_07_27, 162.45807334480517, -77.70651786454891, 1658880000000, null, null, null, null, null, null, null, null, null]"
